epoch,lr,train_loss,val_loss,acc,edit,f1s@0.1,f1s@0.25,f1s@0.5
0.0,0.0005,48.43400478363037,2.3299753665924072,14.53437771975631,5.86932447397564,3.571427557398247,1.7857132716842492,0.0
1.0,0.0005,25.656986474990845,2.2041317224502563,14.186248912097476,5.86932447397564,5.357141843112437,0.0,0.0
2.0,0.0005,18.35462999343872,1.9510098695755005,14.186248912097476,11.738648947951276,11.111108440413844,3.1746005039075125,3.1746005039075125
3.0,0.0005,15.021358370780945,1.8013899326324463,19.40818102697998,17.607973421926914,17.741933002081517,12.903223324662289,6.451610421436958
4.0,0.0005,12.574391722679138,1.7056534886360168,21.525964606904555,17.977113325950533,15.748028735817957,14.17322558621171,6.299209838180886
5.0,0.0005,11.010931968688965,1.6252938508987427,19.872352770525094,24.270948689553347,18.04510954604615,18.04510954604615,6.015034358077381
6.0,0.0005,9.971564650535583,1.6414308547973633,20.13344937626922,27.39018087855297,19.25925588587165,16.29629292290879,8.888885515501965
7.0,0.0005,9.159839808940887,1.597598135471344,22.88946910356832,20.35806570690292,18.749997153320745,17.187497153320788,10.937497153321054
8.0,0.0005,8.315400063991547,1.5961554050445557,26.022628372497824,39.97785160575858,32.25806019230027,20.645156966494138,10.322576321333756
9.0,0.0005,7.5453526973724365,1.5820493698120117,29.765013054830288,38.39055001845699,37.90849247554407,27.45097613567498,11.764701625871933
10.0,0.0005,6.916662096977234,1.5188540816307068,40.09283434870902,46.64082687338501,45.508977398974984,35.92813907562181,19.16167200975407
11.0,0.0005,6.374510049819946,1.4390069246292114,46.93936756599942,58.01033591731266,59.88700084522366,44.06779180567578,22.59886525200396
12.0,0.0005,5.823164761066437,1.3402034044265747,48.18682912677691,52.87929125138427,57.77777293580287,49.99999515802516,26.666661824692245
13.0,0.0005,5.244893729686737,1.3869174718856812,51.552074267478964,58.01033591731266,61.202180917913715,52.45901151900668,26.229503322285836
14.0,0.0005,4.995096802711487,1.2573038935661316,52.45140702059762,57.71221532091098,65.24063680059517,55.61496835139737,28.87700043695929
15.0,0.0005,4.653850495815277,1.3376938104629517,52.53843922251233,52.77777777777778,57.711437801044966,51.741288547313665,28.85571640801057
16.0,0.0005,4.3772823214530945,1.3564381003379822,54.975340876124164,60.79365079365079,61.30652768465483,53.26632667962977,28.140698538926667
17.0,0.0005,4.077016621828079,1.4997785091400146,51.784160139251526,61.224489795918366,59.512190127781494,50.73170232290353,26.341458420464953
18.0,0.0005,3.8091166019439697,1.4287467002868652,57.00609225413403,64.92063492063492,63.414629152171706,59.512190127781494,35.12194622534277
19.0,0.0005,3.642837405204773,1.2649205327033997,58.34058601682622,63.01892551892552,66.99028626637798,63.106791120746934,40.77669403336851
20.0,0.0005,3.5705306231975555,1.639369785785675,56.803017116333045,64.7005772005772,64.64645967146248,60.60605563105845,35.353530378533506
21.0,0.0005,3.3433706164360046,1.3812078833580017,58.89178996228605,64.39909297052154,65.07176533595882,61.24401413978657,37.320569163710296
22.0,0.0005,3.126090109348297,1.347090482711792,60.28430519292138,65.82125603864735,70.64676118412945,62.68656217915437,42.786064666716754
23.0,0.0005,3.0083133578300476,1.3305347561836243,60.4583695967508,65.07936507936508,70.14217509489939,63.50710400485203,37.91468694324093
24.0,0.0005,2.8271017968654633,1.5769824385643005,57.76037133739484,60.7565011820331,67.32672768552139,60.3960346162145,37.62375738849199
25.0,0.0005,2.7395828664302826,1.460662603378296,59.442993907745866,64.74603174603173,68.246440497743,62.559236706273836,37.91468694324093
26.0,0.0005,2.5450222194194794,1.5183627605438232,60.748476936466496,62.0600414078675,69.81131575471733,59.43395726415136,44.33961764151
27.0,0.0005,2.4666448831558228,1.659113347530365,56.280823904844794,63.95238095238095,66.66666166712055,62.857137857596754,34.28570928616853
28.0,0.0005,2.511966794729233,1.9086410403251648,55.26544821583986,62.71686969361389,60.30150255902669,54.27135180525791,38.19094979520784
29.0,0.0005,2.5484211146831512,1.6505298018455505,55.64258775747027,57.54812563323202,63.157889737872694,60.28707634074352,37.320569163710296
30.0,0.0005,3.2093052864074707,1.5514605045318604,57.61531766753699,59.819747107882705,65.43778302108811,59.90782910403745,40.552990394360236
31.0,0.0005,2.721644550561905,1.6979216933250427,52.71250362634175,65.23464458247068,67.6616865572638,57.711437801044966,36.815915412985504
32.0,0.0005,2.7269886434078217,1.5346914529800415,59.82013344937627,61.111111111111114,66.66666166712055,60.95237595283488,39.99999500045414
33.0,0.0005,2.3728576600551605,1.6608161926269531,56.86103858427618,62.471655328798185,65.04853869356243,59.22329597511589,41.747567819776265
